ANNUAL VISITOR SUMMARY BY STATE & SPOT,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Maharashtra,Kolhapur Mahalakshmi,2019,696111,621193,74918,0.1076236404826242,0.01966497042564219
Maharashtra,Kolhapur Mahalakshmi,2020,173261,153576,19685,0.1136147199889185,-0.7511014766323187
Maharashtra,Kolhapur Mahalakshmi,2021,363931,326043,37888,0.1041076467791971,1.100478468899522
Maharashtra,Kolhapur Mahalakshmi,2022,613467,551227,62240,0.1014561500455607,0.6856684371488002
Maharashtra,Kolhapur Mahalakshmi,2023,708022,631944,76078,0.1074514633726071,0.1541321701085796
Maharashtra,Kolhapur Mahalakshmi,2024,777272,693746,83526,0.1074604514249838,0.09780769524110822
Maharashtra,Kolhapur Mahalakshmi,2025,838434,748075,90359,0.1077711543186464,0.07868802684259824
Maharashtra,Lonavala-Khandala,2015,548013,494062,53951,0.0984483944723939,0
Maharashtra,Lonavala-Khandala,2016,554015,500116,53899,0.09728797956734024,0.0109522949273102
Maharashtra,Lonavala-Khandala,2017,580258,524575,55683,0.0959624856529337,0.04736875355360404
Maharashtra,Lonavala-Khandala,2018,579107,523710,55397,0.09565935138066023,-0.001983600398443475
Maharashtra,Lonavala-Khandala,2019,602178,542738,59440,0.0987083553367941,0.03983892441293224
Maharashtra,Lonavala-Khandala,2020,163234,146704,16530,0.1012656676917799,-0.7289273271358303
Maharashtra,Lonavala-Khandala,2021,357992,322228,35764,0.09990167378041967,1.193121531053579
Maharashtra,Lonavala-Khandala,2022,528798,476431,52367,0.09903025351835673,0.4771223937965094
Maharashtra,Lonavala-Khandala,2023,678238,610585,67653,0.09974817099602204,0.2826031868501773
Maharashtra,Lonavala-Khandala,2024,670001,607562,62439,0.09319239822030116,-0.01214470436631387
Maharashtra,Lonavala-Khandala,2025,728806,658395,70411,0.0966114439233486,0.08776852571861826
Maharashtra,Mahabaleshwar,2015,476846,409859,66987,0.1404793161733558,0
Maharashtra,Mahabaleshwar,2016,499585,430062,69523,0.1391615040483601,0.04768625510122759
Maharashtra,Mahabaleshwar,2017,527736,453427,74309,0.140807145997241,0.05634876947866729
Maharashtra,Mahabaleshwar,2018,545959,471428,74531,0.1365139140484908,0.03453052283717617
Maharashtra,Mahabaleshwar,2019,575848,493392,82456,0.1431905641766577,0.05474586919530577
Maharashtra,Mahabaleshwar,2020,140661,121602,19059,0.1354959796958645,-0.7557324154985343
Maharashtra,Mahabaleshwar,2021,315770,272029,43741,0.1385217088387117,1.244900860935156
Maharashtra,Mahabaleshwar,2022,482525,414612,67913,0.1407450391171442,0.5280900655540426
Maharashtra,Mahabaleshwar,2023,605660,524080,81580,0.1346960340785259,0.2551888503186364
Maharashtra,Mahabaleshwar,2024,602757,519272,83485,0.1385052351113301,-0.004793118251164019
Maharashtra,Mahabaleshwar,2025,630360,545487,84873,0.1346421092708928,0.04579457393277897
Maharashtra,Matheran,2015,186498,179636,6862,0.03679396025694646,0
Maharashtra,Matheran,2016,184329,177348,6981,0.03787249971518318,-0.01163015152977509
Maharashtra,Matheran,2017,199850,191800,8050,0.04028021015761821,0.0842027027760146
Maharashtra,Matheran,2018,195279,187038,8241,0.04220115834267894,-0.02287215411558674
Maharashtra,Matheran,2019,206869,199877,6992,0.03379916758915062,0.0593509798800691
Maharashtra,Matheran,2020,51930,49968,1962,0.03778162911611785,-0.7489715713809222
Maharashtra,Matheran,2021,115505,110719,4786,0.04143543569542444,1.224244174850761
Maharashtra,Matheran,2022,185389,177696,7693,0.04149652892027035,0.6050300852776935
Maharashtra,Matheran,2023,229191,220288,8903,0.03884532987770026,0.2362707604011025
Maharashtra,Matheran,2024,224000,216714,7286,0.03252678571428572,-0.02264923142706299
Maharashtra,Matheran,2025,257160,249275,7885,0.0306618447659045,0.1480357142857143
Maharashtra,Nashik Vineyards,2015,279063,272327,6736,0.02413791867786127,0
Maharashtra,Nashik Vineyards,2016,292131,287178,4953,0.0169547223677049,0.04682813558228793
Maharashtra,Nashik Vineyards,2017,298884,294304,4580,0.01532367072175158,0.02311634164125009
Maharashtra,Nashik Vineyards,2018,292673,288529,4144,0.01415914689773228,-0.02078063730410462
Maharashtra,Nashik Vineyards,2019,312600,305876,6724,0.02150991682661548,0.06808622592449587
Maharashtra,Nashik Vineyards,2020,75511,74225,1286,0.01703063129875117,-0.7584420985284709
Maharashtra,Nashik Vineyards,2021,178870,176258,2612,0.01460278414490971,1.368793950550251
Maharashtra,Nashik Vineyards,2022,262784,258006,4778,0.01818223331709693,0.4691340079387265
Maharashtra,Nashik Vineyards,2023,341153,335830,5323,0.01560296992844853,0.298225919386264
Maharashtra,Nashik Vineyards,2024,348195,340580,7615,0.02186992920633553,0.0206417648386501
Maharashtra,Nashik Vineyards,2025,359072,351399,7673,0.02136897335353355,0.03123824293858335
Maharashtra,Panchgani,2015,235749,223804,11945,0.05066829551769043,0
Maharashtra,Panchgani,2016,246260,235610,10650,0.04324697474214245,0.04458555497584293
Maharashtra,Panchgani,2017,263738,251289,12449,0.04720214758586173,0.07097376756273865
Maharashtra,Panchgani,2018,281733,267904,13829,0.04908548164396787,0.06823059248193286
Maharashtra,Panchgani,2019,279624,264921,14703,0.05258132349154579,-0.007485811033851153
Maharashtra,Panchgani,2020,68409,64714,3695,0.05401336081509743,-0.7553536177152176
Maharashtra,Panchgani,2021,153905,146102,7803,0.05070010720899256,1.249777076115716
Maharashtra,Panchgani,2022,241741,228571,13170,0.054479794490798,0.5707157012442741
Maharashtra,Panchgani,2023,302303,288771,13532,0.0447630357621327,0.250524321484564
Maharashtra,Panchgani,2024,306975,291610,15365,0.0500529359068328,0.01545469280820888
Maharashtra,Panchgani,2025,341555,324199,17356,0.05081465649748942,0.1126476097402069
Maharashtra,Shirdi Sai Baba,2015,759719,671157,88562,0.1165720483494555,0
Maharashtra,Shirdi Sai Baba,2016,767277,686122,81155,0.1057701455927911,0.009948415137702282
Maharashtra,Shirdi Sai Baba,2017,837716,740007,97709,0.1166373806874884,0.09180387265615941
Maharashtra,Shirdi Sai Baba,2018,875662,782001,93661,0.1069602198108403,0.04529697415353184
Maharashtra,Shirdi Sai Baba,2019,891900,790637,101263,0.1135362708823859,0.01854368466371725
Maharashtra,Shirdi Sai Baba,2020,227882,203569,24313,0.1066911822785477,-0.7444982621370109
Maharashtra,Shirdi Sai Baba,2021,457957,408732,49225,0.107488257631175,1.009623401585031
Maharashtra,Shirdi Sai Baba,2022,756240,676368,79872,0.1056172643605205,0.6513340772168565
Maharashtra,Shirdi Sai Baba,2023,897329,793783,103546,0.1153935735945233,0.1865664339363164
Maharashtra,Shirdi Sai Baba,2024,985744,876287,109457,0.1110399860410005,0.09853130791493414
Maharashtra,Shirdi Sai Baba,2025,1053283,935705,117578,0.111630017763507,0.06851576068431564
Rajasthan,Amber Fort,2015,630437,559065,71372,0.1132103604325254,0
Rajasthan,Amber Fort,2016,653493,581227,72266,0.1105841990656365,0.03657145757625258
Rajasthan,Amber Fort,2017,713810,636673,77137,0.1080637704711338,0.09229938193676146
Rajasthan,Amber Fort,2018,729724,651169,78555,0.107650289698571,0.0222944481024363
Rajasthan,Amber Fort,2019,803793,716780,87013,0.108252995485156,0.1015027599475966
Rajasthan,Amber Fort,2020,197329,174706,22623,0.1146460986474365,-0.7545027140072134
Rajasthan,Amber Fort,2021,413496,368570,44926,0.1086491767755915,1.09546493419619
Rajasthan,Amber Fort,2022,632785,567674,65111,0.1028959283168849,0.5303291930272602
Rajasthan,Amber Fort,2023,830482,740252,90230,0.1086477491384521,0.3124236510031053
Rajasthan,Amber Fort,2024,898316,798885,99431,0.1106859946833854,0.08168027723659277
Rajasthan,Amber Fort,2025,868047,775895,92152,0.1061601503144415,-0.03369526981596671
Rajasthan,Chittorgarh Fort,2015,248242,238605,9637,0.03882098919602646,0
Rajasthan,Chittorgarh Fort,2016,239980,227859,12121,0.05050837569797483,-0.03328203930036011
Rajasthan,Chittorgarh Fort,2017,248984,239190,9794,0.03933586093885551,0.03751979331610977
Rajasthan,Chittorgarh Fort,2018,272742,259552,13190,0.0483607218543532,0.09541978601034606
Rajasthan,Chittorgarh Fort,2019,276654,264564,12090,0.04370079594005509,0.01434322546582489
Rajasthan,Chittorgarh Fort,2020,68207,65308,2899,0.04250296890348498,-0.7534573872056793
Rajasthan,Chittorgarh Fort,2021,160688,153584,7104,0.04420989744100368,1.355887225651326
Rajasthan,Chittorgarh Fort,2022,235117,223887,11230,0.0477634539399533,0.4631895349995021
Rajasthan,Chittorgarh Fort,2023,291774,278014,13760,0.04715978805513857,0.2409736429097002
Rajasthan,Chittorgarh Fort,2024,322710,305996,16714,0.05179263115490688,0.1060272676797795
Rajasthan,Chittorgarh Fort,2025,316068,301571,14497,0.04586671222648291,-0.02058194663939761
Rajasthan,Jaipur City Palace,2015,615784,581368,34416,0.05588972756680914,0
Rajasthan,Jaipur City Palace,2016,602957,568633,34324,0.05692611579266846,-0.02083035609889183
Rajasthan,Jaipur City Palace,2017,649670,609477,40193,0.06186679391075469,0.0774731863134519
Rajasthan,Jaipur City Palace,2018,693961,648396,45565,0.06565930938482134,0.06817461172595318
Rajasthan,Jaipur City Palace,2019,671331,629849,41482,0.06179068149690689,-0.03260990170917388
Rajasthan,Jaipur City Palace,2020,170462,160290,10172,0.05967312362872663,-0.7460835266061004
Rajasthan,Jaipur City Palace,2021,376223,353962,22261,0.05916969456944419,1.207078410437517
Rajasthan,Jaipur City Palace,2022,591618,555913,35705,0.06035144299193061,0.5725194897706944
Rajasthan,Jaipur City Palace,2023,761641,715545,46096,0.06052195194323835,0.2873864554492933
Rajasthan,Jaipur City Palace,2024,768820,728446,40374,0.05251424260555136,0.00942570055971248
Rajasthan,Jaipur City Palace,2025,836608,783430,53178,0.06356381961444309,0.0881714835722276
Rajasthan,Jaisalmer Fort,2015,408869,387223,21646,0.05294116208369918,0
Rajasthan,Jaisalmer Fort,2016,418298,397753,20545,0.04911570220273585,0.02306117607350999
Rajasthan,Jaisalmer Fort,2017,473284,447563,25721,0.0543458050557382,0.1314517401469766
Rajasthan,Jaisalmer Fort,2018,468734,447296,21438,0.04573596112080626,-0.00961367804531743
Rajasthan,Jaisalmer Fort,2019,508221,482786,25435,0.05004712516798794,0.08424180878707332
Rajasthan,Jaisalmer Fort,2020,123860,118757,5103,0.04119974164379138,-0.75628712705693
Rajasthan,Jaisalmer Fort,2021,264236,251648,12588,0.04763923159599752,1.133344098175359
Rajasthan,Jaisalmer Fort,2022,423618,401347,22271,0.05257330897176229,0.6031804901678803
Rajasthan,Jaisalmer Fort,2023,518790,489948,28842,0.05559474932053432,0.2246646743056244
Rajasthan,Jaisalmer Fort,2024,557398,530099,27299,0.04897577673403923,0.07441932188361378
Rajasthan,Jaisalmer Fort,2025,593438,566553,26885,0.04530380595782542,0.06465756963605895
Rajasthan,Jodhpur Mehrangarh Fort,2015,499297,453642,45655,0.09143856261904237,0
Rajasthan,Jodhpur Mehrangarh Fort,2016,514240,467975,46265,0.08996771935283136,0.02992807887890381
Rajasthan,Jodhpur Mehrangarh Fort,2017,539917,490113,49804,0.09224380784453907,0.04993193839452403
Rajasthan,Jodhpur Mehrangarh Fort,2018,510759,462823,47936,0.09385248228616627,-0.05400459700287263
Rajasthan,Jodhpur Mehrangarh Fort,2019,533425,484056,49369,0.09255096780240896,0.04437709369781051
Rajasthan,Jodhpur Mehrangarh Fort,2020,143036,130052,12984,0.09077435051315752,-0.7318535876646202
Rajasthan,Jodhpur Mehrangarh Fort,2021,302767,273480,29287,0.09673114969597083,1.116718867977292
Rajasthan,Jodhpur Mehrangarh Fort,2022,483625,436465,47160,0.09751356939777721,0.5973504377954004
Rajasthan,Jodhpur Mehrangarh Fort,2023,584980,529282,55698,0.09521351157304524,0.2095735332127164
Rajasthan,Jodhpur Mehrangarh Fort,2024,604890,547752,57138,0.09446014977929872,0.03403535163595328
Rajasthan,Jodhpur Mehrangarh Fort,2025,636726,577802,58924,0.09254216099232637,0.05263105688637593
Rajasthan,Keoladeo National Park,2015,86726,83368,3358,0.03871964578096534,0
Rajasthan,Keoladeo National Park,2016,90473,87462,3011,0.03328064726492987,0.043205036551899
Rajasthan,Keoladeo National Park,2017,94908,91708,3200,0.0337168626459308,0.04902014965790902
Rajasthan,Keoladeo National Park,2018,97295,93937,3358,0.03451359268204944,0.02515067222994904
Rajasthan,Keoladeo National Park,2019,101151,97146,4005,0.03959426995284278,0.03963204686777333
Rajasthan,Keoladeo National Park,2020,26713,25971,742,0.0277767379178677,-0.7359096795879427
Rajasthan,Keoladeo National Park,2021,60166,57987,2179,0.0362164677724961,1.252311608580092
Rajasthan,Keoladeo National Park,2022,86126,83391,2735,0.03175579964238441,0.4314729249077551
Rajasthan,Keoladeo National Park,2023,115051,110952,4099,0.03562767816012029,0.3358451570954184
Rajasthan,Keoladeo National Park,2024,116857,113870,2987,0.02556115594273342,0.01569738637647644
Rajasthan,Keoladeo National Park,2025,118888,115591,3297,0.02773198304286387,0.01738021684623092
Rajasthan,Mount Abu,2015,304401,294469,9932,0.03262801370560543,0
Rajasthan,Mount Abu,2016,303652,293448,10204,0.03360425750530213,-0.002460570103251958
Rajasthan,Mount Abu,2017,327744,316818,10926,0.03333699472759227,0.07934082436473333
Rajasthan,Mount Abu,2018,341110,328816,12294,0.03604115974319134,0.04078182972075761
Rajasthan,Mount Abu,2019,358215,347007,11208,0.03128847200703488,0.05014511447920023
Rajasthan,Mount Abu,2020,85924,83288,2636,0.0306782738233788,-0.7601328810909649
Rajasthan,Mount Abu,2021,189125,183284,5841,0.03088433575677462,1.201073041292305
Rajasthan,Mount Abu,2022,309851,298026,11825,0.03816350439404746,0.6383397224058163
Rajasthan,Mount Abu,2023,365961,354721,11240,0.03071365528020745,0.1810870386088796
Rajasthan,Mount Abu,2024,380063,368211,11852,0.03118430365492037,0.03853416074390448
Rajasthan,Mount Abu,2025,430958,414618,16340,0.03791552773124063,0.1339120093247699
Rajasthan,Pushkar Lake,2015,346568,333010,13558,0.03912074975185245,0
Rajasthan,Pushkar Lake,2016,366231,351521,14710,0.04016590621766044,0.05673634034302077
Rajasthan,Pushkar Lake,2017,383010,366422,16588,0.0433095741625545,0.04581534605208182
Rajasthan,Pushkar Lake,2018,399602,381444,18158,0.04544021301194689,0.04332001775410554
Rajasthan,Pushkar Lake,2019,409717,389696,20021,0.04886543638657903,0.025312686122692
Rajasthan,Pushkar Lake,2020,108551,103532,5019,0.04623633130970696,-0.7350585892213406
Rajasthan,Pushkar Lake,2021,221017,210591,10426,0.04717284190808852,1.036065996628313
Rajasthan,Pushkar Lake,2022,367760,352136,15624,0.04248422884489884,0.6639444024667787
Rajasthan,Pushkar Lake,2023,419270,401791,17479,0.0416891263386362,0.1400641722862737
Rajasthan,Pushkar Lake,2024,460888,439986,20902,0.04535158216312857,0.09926300474634475
Rajasthan,Pushkar Lake,2025,478518,460998,17520,0.03661304276955099,0.03825224349516576
Rajasthan,Ranthambore Tiger Reserve,2015,118456,113735,4721,0.03985446072803404,0
Rajasthan,Ranthambore Tiger Reserve,2016,129069,123478,5591,0.04331791522364007,0.08959444857162158
Rajasthan,Ranthambore Tiger Reserve,2017,134400,129319,5081,0.03780505952380953,0.04130348883155532
Rajasthan,Ranthambore Tiger Reserve,2018,134742,129735,5007,0.03715990559736385,0.002544642857142954
Rajasthan,Ranthambore Tiger Reserve,2019,144508,139081,5427,0.03755501425526615,0.07247925665345623
Rajasthan,Ranthambore Tiger Reserve,2020,33759,32354,1405,0.04161853135460174,-0.7663866360339913
Rajasthan,Ranthambore Tiger Reserve,2021,77120,73272,3848,0.04989626556016598,1.284427856275363
Rajasthan,Ranthambore Tiger Reserve,2022,117413,112727,4686,0.03991040174427023,0.5224714730290456
Rajasthan,Ranthambore Tiger Reserve,2023,143366,137534,5832,0.04067910104208809,0.2210402595964671
Rajasthan,Ranthambore Tiger Reserve,2024,163436,155841,7595,0.04647078978927531,0.1399913508084205
Rajasthan,Ranthambore Tiger Reserve,2025,167051,159514,7537,0.04511795798887765,0.02211874984703499
Rajasthan,Udaipur City of Lakes,2015,549294,491513,57781,0.1051913911311611,0
Rajasthan,Udaipur City of Lakes,2016,548594,489856,58738,0.1070700736792601,-0.00127436309153206
Rajasthan,Udaipur City of Lakes,2017,586704,523271,63433,0.1081175516103521,0.06946849582751535
Rajasthan,Udaipur City of Lakes,2018,631507,560109,71398,0.1130597127189406,0.07636389047969683
Rajasthan,Udaipur City of Lakes,2019,611296,549230,62066,0.1015318274616552,-0.03200439583409209
Rajasthan,Udaipur City of Lakes,2020,160352,143047,17305,0.1079188285771303,-0.7376851803381668
Rajasthan,Udaipur City of Lakes,2021,336980,303674,33306,0.09883672621520564,1.10150169626821
Rajasthan,Udaipur City of Lakes,2022,538252,481479,56773,0.1054766169006339,0.5972817377885928
Rajasthan,Udaipur City of Lakes,2023,634104,562940,71164,0.1122276471998284,0.1780801557634715
Rajasthan,Udaipur City of Lakes,2024,729252,652478,76774,0.105277736639735,0.1500510957193142
Rajasthan,Udaipur City of Lakes,2025,721146,648102,73044,0.1012887820219484,-0.01111549916901156
Tamil Nadu,Kanyakumari,2015,532158,498211,33947,0.06379120486772726,0
Tamil Nadu,Kanyakumari,2016,575767,535701,40066,0.06958717675726465,0.0819474667298059
Tamil Nadu,Kanyakumari,2017,577078,535683,41395,0.07173207088123269,0.002276962729715226
Tamil Nadu,Kanyakumari,2018,620353,574737,45616,0.07353232756188816,0.07498986272219699
Tamil Nadu,Kanyakumari,2019,644394,600490,43904,0.06813222966073551,0.03875374182118896
Tamil Nadu,Kanyakumari,2020,150073,138927,11146,0.07427052167944934,-0.7671098737728781
Tamil Nadu,Kanyakumari,2021,336239,314701,21538,0.06405562709858166,1.240502955228456
Tamil Nadu,Kanyakumari,2022,551926,514658,37268,0.06752354482303786,0.641469312007233
Tamil Nadu,Kanyakumari,2023,631592,586758,44834,0.07098569962887434,0.1443418139388251
Tamil Nadu,Kanyakumari,2024,717991,667368,50623,0.070506454816286,0.1367955895578159
Tamil Nadu,Kanyakumari,2025,727391,675178,52213,0.07178120158209271,0.01309208611250012
Tamil Nadu,Kodaikanal,2015,346839,337160,9679,0.02790631964686786,0
Tamil Nadu,Kodaikanal,2016,364672,354522,10150,0.02783323095823096,0.05141578657532753
Tamil Nadu,Kodaikanal,2017,403289,390546,12743,0.03159768801033502,0.1058951605826606
Tamil Nadu,Kodaikanal,2018,384713,373525,11188,0.02908141913582333,-0.04606126127913235
Tamil Nadu,Kodaikanal,2019,413250,401778,11472,0.02776043557168784,0.07417737378253397
Tamil Nadu,Kodaikanal,2020,105940,103002,2938,0.02773267887483481,-0.7436418632788868
Tamil Nadu,Kodaikanal,2021,220010,214808,5202,0.02364437980091814,1.076741551821786
Tamil Nadu,Kodaikanal,2022,362835,352141,10694,0.02947345212010969,0.6491750374982956
Tamil Nadu,Kodaikanal,2023,418669,406599,12070,0.02882945716066869,0.1538826188212272
Tamil Nadu,Kodaikanal,2024,448067,434376,13691,0.03055569814335803,0.07021776152521442
Tamil Nadu,Kodaikanal,2025,494796,480919,13877,0.02804590174536577,0.1042902065985667
Tamil Nadu,Madurai Meenakshi Temple,2015,855698,793499,62199,0.07268802778550376,0
Tamil Nadu,Madurai Meenakshi Temple,2016,979109,913344,65765,0.06716821109804935,0.1442226112483609
Tamil Nadu,Madurai Meenakshi Temple,2017,985661,912920,72741,0.07379920682668788,0.006691798359528933
Tamil Nadu,Madurai Meenakshi Temple,2018,1057714,975990,81724,0.07726474264309634,0.07310119807925841
Tamil Nadu,Madurai Meenakshi Temple,2019,1021286,945260,76026,0.0744414395184111,-0.03444031184233165
Tamil Nadu,Madurai Meenakshi Temple,2020,261175,240747,20428,0.07821575571934526,-0.7442685006942228
Tamil Nadu,Madurai Meenakshi Temple,2021,545568,507977,37591,0.06890250161299782,1.088898248300948
Tamil Nadu,Madurai Meenakshi Temple,2022,912294,852432,59862,0.06561700504442647,0.6721911842336794
Tamil Nadu,Madurai Meenakshi Temple,2023,1079240,1004239,75001,0.06949427374819317,0.1829958324838266
Tamil Nadu,Madurai Meenakshi Temple,2024,1116851,1038898,77953,0.06979713498040473,0.03484952373892747
Tamil Nadu,Madurai Meenakshi Temple,2025,1205752,1117074,88678,0.07354580378054525,0.07959969593079119
Tamil Nadu,Mahabalipuram,2015,440170,340561,99609,0.2262966581093668,0
Tamil Nadu,Mahabalipuram,2016,441121,343984,97137,0.2202048870944707,0.002160528886566482
Tamil Nadu,Mahabalipuram,2017,431611,335067,96544,0.2236828996480627,-0.02155871064855219
Tamil Nadu,Mahabalipuram,2018,480463,375053,105410,0.2193925442750014,0.1131852524611281
Tamil Nadu,Mahabalipuram,2019,498784,386929,111855,0.2242553891063065,0.03813196853868051
Tamil Nadu,Mahabalipuram,2020,119369,92676,26693,0.2236175221372383,-0.7606799736960288
Tamil Nadu,Mahabalipuram,2021,264036,205707,58329,0.2209130573103668,1.211931070881049
Tamil Nadu,Mahabalipuram,2022,400830,309384,91446,0.2281416061672031,0.5180884424851158
Tamil Nadu,Mahabalipuram,2023,535079,414107,120972,0.2260825037050604,0.3349275253848265
Tamil Nadu,Mahabalipuram,2024,541253,421116,120137,0.2219608944430793,0.01153848310249517
Tamil Nadu,Mahabalipuram,2025,592339,459767,132572,0.2238110271314231,0.09438469625110613
Tamil Nadu,Marina Beach,2015,1202459,1099876,102583,0.08531101684132265,0
Tamil Nadu,Marina Beach,2016,1239915,1127571,112344,0.0906062109096188,0.03114950281049089
Tamil Nadu,Marina Beach,2017,1360058,1245939,114119,0.08390745100576594,0.09689615820439301
Tamil Nadu,Marina Beach,2018,1371730,1249929,121801,0.08879371304848621,0.00858198694467438
Tamil Nadu,Marina Beach,2019,1363826,1249542,114284,0.08379661335097,-0.005762066879050565
Tamil Nadu,Marina Beach,2020,361504,329328,32176,0.08900593077808268,-0.7349339285216736
Tamil Nadu,Marina Beach,2021,730614,667016,63598,0.08704733279132346,1.021039877843675
Tamil Nadu,Marina Beach,2022,1194608,1086989,107619,0.09008729223310073,0.6350740609952725
Tamil Nadu,Marina Beach,2023,1423709,1300817,122892,0.08631820126163423,0.1917792279978034
Tamil Nadu,Marina Beach,2024,1599541,1465495,134046,0.0838027909256468,0.1235027663658796
Tamil Nadu,Marina Beach,2025,1620092,1478658,141434,0.08729998049493486,0.01284806078743839
Tamil Nadu,Ooty Hill Station,2015,570496,505703,64793,0.1135731013013238,0
Tamil Nadu,Ooty Hill Station,2016,630056,557274,72782,0.1155167159744531,0.1044003814224814
Tamil Nadu,Ooty Hill Station,2017,632705,556084,76621,0.1211006709287899,0.004204388181368035
Tamil Nadu,Ooty Hill Station,2018,641013,566248,74765,0.1166357000560051,0.01313092199366217
Tamil Nadu,Ooty Hill Station,2019,686280,609068,77212,0.1125080142216005,0.0706179125852362
Tamil Nadu,Ooty Hill Station,2020,181444,160502,20942,0.1154185313374926,-0.7356122865302792
Tamil Nadu,Ooty Hill Station,2021,386594,341260,45334,0.1172651412075718,1.130651881572276
Tamil Nadu,Ooty Hill Station,2022,563890,500110,63780,0.113107166291298,0.4586103250438445
Tamil Nadu,Ooty Hill Station,2023,753959,665406,88553,0.1174506836578647,0.3370675131674616
Tamil Nadu,Ooty Hill Station,2024,793077,696868,96209,0.1213110454596464,0.05188345785380899
Tamil Nadu,Ooty Hill Station,2025,814588,720775,93813,0.115166194444308,0.02712346972614266
Tamil Nadu,Rameswaram,2015,727223,675066,52157,0.07172077890825786,0
Tamil Nadu,Rameswaram,2016,769650,715911,53739,0.06982264665757162,0.0583411140736747
Tamil Nadu,Rameswaram,2017,786304,727364,58940,0.07495828585381735,0.0216384070681479
Tamil Nadu,Rameswaram,2018,844291,785457,58834,0.06968450451325432,0.07374628642357162
Tamil Nadu,Rameswaram,2019,828160,773608,54552,0.06587132921174653,-0.01910597175618356
Tamil Nadu,Rameswaram,2020,228152,212040,16112,0.07061958694203864,-0.724507341576507
Tamil Nadu,Rameswaram,2021,482219,446764,35455,0.07352468484236416,1.113586556330867
Tamil Nadu,Rameswaram,2022,738962,686567,52395,0.07090351060000379,0.532419917091612
Tamil Nadu,Rameswaram,2023,957394,890597,66797,0.06976960373681056,0.2955930074888831
Tamil Nadu,Rameswaram,2024,950311,885369,64942,0.06833762841848616,-0.007398208052275201
Tamil Nadu,Rameswaram,2025,1045470,973827,71643,0.06852707394760252,0.1001345875192436
Tamil Nadu,Thanjavur Brihadeeswara,2015,257143,250303,6840,0.02659998522223043,0
Tamil Nadu,Thanjavur Brihadeeswara,2016,273063,263619,9444,0.03458542534140473,0.06191107671606844
Tamil Nadu,Thanjavur Brihadeeswara,2017,281642,272569,9073,0.03221465548462232,0.03141765819609388
Tamil Nadu,Thanjavur Brihadeeswara,2018,304432,294428,10004,0.03286119724601882,0.08091832894241624
Tamil Nadu,Thanjavur Brihadeeswara,2019,325616,313300,12316,0.03782369416736278,0.06958532611552015
Tamil Nadu,Thanjavur Brihadeeswara,2020,76054,73965,2089,0.0274673258474242,-0.7664303965407105
Tamil Nadu,Thanjavur Brihadeeswara,2021,167441,162923,4518,0.02698263866078201,1.201606753096484
Tamil Nadu,Thanjavur Brihadeeswara,2022,266333,257856,8477,0.03182857550510076,0.590608035069069
Tamil Nadu,Thanjavur Brihadeeswara,2023,341202,331974,9228,0.0270455624527406,0.281110489499987
Tamil Nadu,Thanjavur Brihadeeswara,2024,363353,352769,10584,0.029128698538336,0.0649204869842499
Tamil Nadu,Thanjavur Brihadeeswara,2025,382093,369836,12257,0.03207857772845878,0.05157518996678156
Tamil Nadu,Yelagiri,2015,148900,140990,7910,0.05312290127602418,0
Tamil Nadu,Yelagiri,2016,149262,140080,9182,0.06151599201404243,0.002431161853593045
Tamil Nadu,Yelagiri,2017,167793,158668,9125,0.05438248317867849,0.1241508220444587
Tamil Nadu,Yelagiri,2018,170067,160418,9649,0.05673646268823464,0.01355241279433583
Tamil Nadu,Yelagiri,2019,165501,155070,10431,0.06302680950568275,-0.02684824216338266
Tamil Nadu,Yelagiri,2020,41514,39313,2201,0.05301825890061184,-0.7491616364855802
Tamil Nadu,Yelagiri,2021,93607,88103,5504,0.05879902144070422,1.254829696006166
Tamil Nadu,Yelagiri,2022,146507,137399,9108,0.06216767799490809,0.5651286762742103
Tamil Nadu,Yelagiri,2023,187609,177786,9823,0.0523588953621628,0.2805463220187432
Tamil Nadu,Yelagiri,2024,189119,178279,10840,0.05731840798650585,0.00804865438225244
Tamil Nadu,Yelagiri,2025,196249,184979,11270,0.05742704421423803,0.0377011299763641
Tamil Nadu,Yelagiri Wildlife Sanctuary,2015,60485,57778,2707,0.04475489790857237,0
Tamil Nadu,Yelagiri Wildlife Sanctuary,2016,60476,57591,2885,0.04770487466102256,-0.0001487972224518685
Tamil Nadu,Yelagiri Wildlife Sanctuary,2017,62425,59851,2574,0.04123348017621145,0.03222766055956083
Tamil Nadu,Yelagiri Wildlife Sanctuary,2018,65732,62932,2800,0.04259721292521147,0.05297557068482184
Tamil Nadu,Yelagiri Wildlife Sanctuary,2019,69854,66773,3081,0.04410627881008961,0.0627091827420434
Tamil Nadu,Yelagiri Wildlife Sanctuary,2020,17195,16441,754,0.04384995638266938,-0.753843731210811
Tamil Nadu,Yelagiri Wildlife Sanctuary,2021,37784,35899,1885,0.04988884183781495,1.197382960162838
Tamil Nadu,Yelagiri Wildlife Sanctuary,2022,57332,54517,2815,0.04909997906928068,0.5173618462841414
Tamil Nadu,Yelagiri Wildlife Sanctuary,2023,70874,68012,2862,0.04038152213787849,0.2362031675155236
Tamil Nadu,Yelagiri Wildlife Sanctuary,2024,79406,76022,3384,0.04261642697025414,0.1203826509015999
